path,class,source,split
E:\Lavindu\HCI\SignAlphaSet\C\C_719.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_750.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_358.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_340.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_581.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_924.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_690.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_538.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_436.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_399.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_375.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_981.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_918.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_798.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_342.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_394.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_75.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_109.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_906.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_252.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_332.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_428.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_633.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_91.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_330.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_859.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_222.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_386.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_747.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_450.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_620.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_600.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_223.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_954.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_577.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_30.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_75.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_937.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_391.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_48.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_298.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_741.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_860.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_272.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_614.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_950.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_551.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_387.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_774.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\asl_dataset\c\hand1_c_left_seg_1_cropped.jpeg,C,asl_dataset,train
E:\Lavindu\HCI\SignAlphaSet\C\C_100.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_865.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_519.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_102.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_594.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_591.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_303.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_155.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_587.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_316.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_907.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_949.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_242.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_449.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_301.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_857.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_642.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_370.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_347.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_694.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_423.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_381.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_720.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_868.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_480.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_633.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\asl_dataset\c\hand3_c_dif_seg_2_cropped.jpeg,C,asl_dataset,train
E:\Lavindu\HCI\SignAlphaSet\C\C_659.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_385.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_261.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_302.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_335.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_250.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_550.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_643.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_158.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_12.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_228.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_581.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_829.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\asl_dataset\c\hand1_c_dif_seg_1_cropped.jpeg,C,asl_dataset,train
E:\Lavindu\HCI\SignAlphaSet\C\C_175.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_551.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_397.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_288.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\asl_dataset\c\hand2_c_dif_seg_2_cropped.jpeg,C,asl_dataset,train
E:\Lavindu\HCI\asl_dataset\c\hand2_c_top_seg_2_cropped.jpeg,C,asl_dataset,train
E:\Lavindu\HCI\SignAlphaSet\C\C_592.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_36.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_424.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_83.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_6.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_121.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_125.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_431.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_754.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_681.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_698.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_426.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_168.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_122.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_659.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_571.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_751.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_148.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_673.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_370.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_745.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_660.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_104.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_821.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_142.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_400.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_140.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_701.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_194.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_412.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_17.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_312.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_290.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_228.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_470.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_354.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_812.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_185.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_884.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_34.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_800.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_890.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_57.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_307.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_679.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_980.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_579.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_73.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_641.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_422.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_165.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_525.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_152.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_480.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_181.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_699.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_997.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_839.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_350.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_330.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_421.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_424.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_384.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_861.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_284.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_598.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_198.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_136.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_210.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_282.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_145.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_59.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_16.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_994.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_767.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_263.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_221.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_908.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_815.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_217.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_170.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_704.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_906.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_586.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_812.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_984.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_247.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_321.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_50.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\asl_dataset\c\hand5_c_dif_seg_4_cropped.jpeg,C,asl_dataset,train
E:\Lavindu\HCI\SignAlphaSet\C\C_871.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_426.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_186.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_823.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_762.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_528.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_190.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_49.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_165.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\asl_dataset\c\hand1_c_right_seg_2_cropped.jpeg,C,asl_dataset,train
E:\Lavindu\HCI\SignAlphaSet\C\C_414.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_840.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_305.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_925.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_931.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_89.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\asl_dataset\c\hand1_c_bot_seg_5_cropped.jpeg,C,asl_dataset,train
E:\Lavindu\HCI\SignAlphaSet\C\C_785.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_99.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_448.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_31.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_728.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_339.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_40.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_203.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\asl_dataset\c\hand2_c_top_seg_2_cropped.jpeg,C,asl_dataset,train
E:\Lavindu\HCI\SignAlphaSet\C\C_704.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_322.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_674.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\asl_dataset\c\hand5_c_dif_seg_2_cropped.jpeg,C,asl_dataset,train
E:\Lavindu\HCI\SignAlphaSet\C\C_183.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_128.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_685.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_887.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_501.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_743.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_481.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_739.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_0.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_595.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_19.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_196.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_440.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_172.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_505.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_707.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_672.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_14.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_792.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_43.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_499.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_8.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_71.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_462.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_947.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_517.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_56.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_192.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_718.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_526.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_842.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_314.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_154.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_373.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_866.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_841.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_334.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_3.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_229.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_178.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_434.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_644.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_226.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\asl_dataset\c\hand3_c_dif_seg_3_cropped.jpeg,C,asl_dataset,train
E:\Lavindu\HCI\asl_dataset\c\hand4_c_bot_seg_5_cropped.jpeg,C,asl_dataset,train
E:\Lavindu\HCI\SignAlphaSet\C\C_345.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_337.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_819.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_487.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_106.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_502.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_736.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_328.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_893.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_449.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\asl_dataset\c\hand5_c_bot_seg_2_cropped.jpeg,C,asl_dataset,train
E:\Lavindu\HCI\SignAlphaSet\C\C_916.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_930.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_923.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_446.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_512.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\asl_dataset\c\hand2_c_dif_seg_1_cropped.jpeg,C,asl_dataset,train
E:\Lavindu\HCI\SignAlphaSet\C\C_920.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_25.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_961.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_55.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_764.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_134.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_880.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_757.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_584.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_28.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_403.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_726.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_614.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_597.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_999.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_229.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_126.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_433.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_7.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_746.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_42.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_97.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_803.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_760.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_416.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_13.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_972.jpg,C,SignAlphaSet,train
E:\Lavindu\HCI\SignAlphaSet\C\C_745.jpg,C,SignAlphaSet,train
